lesson,content
207,Otec a Karel si dnes sedli ke stolu. Lucie odjela do Jesenice na kolej. Studenti recitovali celou noc. Proces trval do ledna. Soudce usoudil na trest. Na kraji Jesenice stoji kostel. Policiste dostavili novou stanici.
208,Opravovali dvacet lavic. Povolali do podniku specialistu na likvidaci korupce. Na stole se kupila korespondence. Lucie pracovala celou noc na cestopisu. Ani Cilka si krupici nepocukrovala.
209,Na konci ledna se Lucie stala klientkou. Kupec prodal na trnici dvacet ovci. Racek kroutil nad vodou. Kocour spal v pokoji na posteli. Alice pracovala celou noc. Inspektor si to neodpustil. Cilka rekonstruovala ten spis.
210,Sportovci nastoupili do letadla na konci dne. Alice dostala dopis od Lucie. Cilka si koupila novou sukni a vestu. Karel dnes jel do Ostravc. Koncert se konal na stadionu. Vlci se vraceli do lesa. Klient ocenil kvalitu slovic.
211,I historku o hrochovi poslouchal celou hodinu. Na ulici ve dne stoupala hladina hluku. Poslanci dnes schvalovali i tu novou dohodu pro Holandsko. Hedvika hraje v pokoji na klarinet.
212,Helena si v hotelu pochvalovala pohodlnou postel. Chlapci hledali na Hradecku cestu k lesu. Hostinec na kopci otevrel v poledne. Prohledali celou hospodu a nic se nenaslo. Kohout kokrhal od rana. Hluk na ulici ustal.
213,Prohlasil to nahlas pred celou hodinou. Hoch dostal pochvalu od ucitele. Chodci na ulici postali u noveho hostince. Hladina Hronu stoupala. Helena pracovala v hotelu dlouho. Pohled na hrad si pochvaloval i turista.
214,Pan Chodec se velice dlouho dohadoval s Drahoslavou. Poslali do Hlohovce pohlednici. Studenti si nechali postavit sprchovou koupelnu. Ti chlapci asi neodpochodovali do Prachatic. Dohadoval se v principu o hlouposti.
215,Na Hradecku hledali novou hospodu. Hladina Hronu stoupala i v noci. Pohled na tu horu je neopakovatelnou podivuhodnosti. Chlapec na hristi hral celou hodinu. Hanka si hodila do kakaa sacharin. Hostinec je na kopci.
216,Hluk na ulici se nesl do okoli. Hoch si na hodine nevedel radu. Kohout kokrhal od rana. Hladina na rece klesala. Chlapec nechal svou vestu v hotelu. Helena si udelala hodinovou prochsku. Hrad se v noci neosvecoval.
217,Hraje celou hodinu na housle. Kohout si dnes vesele kokrhal. Pohotovost vojsk trvala dlouho do noci. Pohovor se adeptovi studia nepovedl. V jejich restauraci si opravdu nepochutnali.
218,Pohodlne se usadil do kresla a vedl hovor. Chlapci spechali do hostince. Pohled na ten hrad uchvatil i hoste. Hoch se prohlasil na chodech. Helena si hodne pochvalovala ten hotel. V hostinci podavali chutnou polevku.
219,Na kopci stoji hrad. Chladnou polevku snedl hned. Ten hostinec u Hradu podaval hutnou polevku. Dohled nad vodou si policista pochvaloval. Hlodavec se schoval pod schod. Helena si pohodlne usedla ke stolu. Hrad se lesknul.
220,Policista prohledal i celou hospodu. Johanovu povahu asi nepochopil nikdo. Hodila si do kakaa sacharin. Dohodu asi ani nehodlali respektovat. Starou plechovku odhodil na odpad. Princip pohonu pochopil teprve dnes.
221,Chlapec vhodil svou vestu do skrine. Hodne hostu se vracelo do hotelu. Pochvalil si hodne tu polevku. Hradni strace se hnal do kancelare. Pohled na horu ho uchvatil. Prohledali celou restauraci. Hoch si pohodlne sedl.
222,Hoste si pochvalovali ten hotel. Hotel na Hlavni ulici je opravdu honosnou chlouvou. Chlapci dostali hodne jidla na Hrade. Hostitelka si pohodlne usedla ke stolu. Helena pochvalovala hovor. Kohout na dvorku kokrhal.
223,Hledali cestu do Prachatic. Na Hradecku si postavil chatu. Hladina Hronu klesala od prosince. Hovor se protahoval. Pojedl tu huspeninu s houskou. Na svahu u lesa roste plno hluchavek. Odjela natankovat do Tuchlovic.
224,Tu hloupost si chlapec hned uvedl na pravou hodnotu. Hovor se odehral v chodci. Hodne schopnosti projevil ten student. Helena dnes odjela do Hlohovce. Pohlednice od Hanke doracila v pondeli. Hoch na hodine recitoval.
225,Holandsko je podivuhodne. Pohled na horu uchvatil celou skupinu. Chlapci si na Hrade dali kakao. Na hristi se honili. Na chodce si hodne pohoveli. Pochvalou Helena hodne potesila. Hanka hledala vestu v hotelu. Hluk ustal.
226,Prohlasil to nahlas a odchodil pric. Chodci postali na ulici. Jednatel se dohodl na dalsi hospodarstvi s tou hospodou. Ten hoch je opravdu neohrocene povahou. Nic nehodlal dale prohlasovat. Hoste sli do hostince na polevku.
227,Doposud pracoval jen v hale. Hanka nic nedojedla. Unaven si ulehl na pohovku a spal. Hostitelka dlouho houslistovi tleskala. Helena pracovala v hotelu Hron dlouho jako hosteska.
228,Teprve po hodine se hoste konecne dohodli. Pohled na horu ho uchvatil. Hrnecek si chlapci schovali do skrinke. Na Hlavni ulici chlapci honili kohouta. Pochvalu dostal hned prvni den na hodine. Hluk ustal.
229,Hloupost si nehodlal nechat jen tak. Na hodech se hoch najedl. Pohled na Hron ho uklidnil. Chlapci se hrnuli ke kreslu v hotelu. Hostinskou kuchni prosel do sine. Helena ho hodne pochvalovala. Hoste odchod neodkladali.
230,Tyto kroky je ale nutno do detailu projednat. Vyspravila si troje kalhoty. Tuto kyvadlovou dopravu je nutno urychliti. Trochu vody propustilo koryto potoka i letos na konci listopadu.
231,Synovec si vyskocil na kopec a hned kynul. Tyto vysledky jsou opravdu skvele. Hynek dnes vypracoval ten navrh. Poryvy vetru jsou stale silne. Tyhle stroje si vyskouseli. Rychle plynuly dny a noci. Tyto hodiny jsou nove.
232,Vysoko na kopci stoji hrad. Vynos tohoto roku je vynikajici. Tyto hodiny jsou stare. Kdykoliv to chtel vyresit. Ty pravidla platila od ledna. Tyhle kalhoty si vyspravila. Hynek vyhledal tu novou krytinu. Hry skoncily.
233,Pacientky pilulky nepolykaly. Na svahu vytryskly proudy vody. Tyto projevy vyvolaly jen nesouhlas a neshody. Ty sestry se jen tak snadno nevylekaly. Hynek nastupoval do vlaku na Karlovy Vary.
234,Synovec si vyhledal noru vysoko na strance. Hynkovi se ten typ auta hodne povedl. Tyto vysledky vyvolaly neshody. Vy jste se nikdy nevydali do Holandska. V pokoji stoji postel. Kohoutek v kuchyni porad kape. Dny plynuly.
235,Vysoke kopce tu jsou vsude. Novy typ krytiny splnil ty podklady. Synovec si vysel na horu. Hynkovy vysledky jsou vynikajici. Rychle plynuly dny. Tyhle hry se tu hraly klidne. Tyto kopretiny kvetou vysoko na louce.
236,Tyto eventuality pak tedy soused Syka v pohovoru takticky vynechal. Podle statistiky se tady tyto druhy dosud nevyskytovaly. Varianty jsou tedy stanoveny. Dyje se ale pokryla silnou vrstvou ledu.
237,Hodiny opravil a odnesl je. Hynkovy dluhy se kupily. Vy jste ty dostihy nesledovali. Vyplatilo se to vyresit. Krystaly rostou rychle. Stryc si koupil novy typ kytary. Vyslech trval. Synovec vylepoval plakaty na kopci.
238,Ty druhy potravin jsou vystaveny na pultu. Vytvorili vyhodne podklady pro tu stavku. Synovec si pohodlne vysedl na lavici. Hodinu trvalo vyhlaseni. Vynikajici vysledky studenti predvedli. Tyto hry plynuly rychle.
239,Rys uhonil sysla. Dny a noci rychle plynuly. Vypracovali postupy pro plynulou evidenci. Hodiny odnesl do opravy. U cesty na Rokycany pracovalo velkorypadlo. Vydry ihned odplavaly po proudu do strouhy.
240,Hovory o vystavce plynuly rychle. Stryc si vyskocil na kopec a kynul. Hynek dnes vylepoval plakaty. Potok u Vysociny tece i v noci. Poryvy se opakovaly celou noc. Tyto vysledky cekaly na posoudeni. Kopretiny kvetou.
241,Tyto vyhledy jsou krasne. Pokyny pro vystavku jsou hotovy. Na kopci roste jediny vysoky strojek. Synovec je na prochsce se stryci. Hodiny tikaly v pokoji. Vysoko se tyci hrad. Ty kalhoty si vyspravila. Hry skoncily.
242,Ty studentky psaly dost rychle na stroji. Podkovy na kopytech klepaly kostky silnice. Teprve po kolaudaci vyplynula nutnost opravy krovu. Tento druh krytiny nevyhovuje. Na dva dny si vyjel do Prahy.
243,Hynkovy vysledky jsou skvele. Ty kalhoty si vyspravila. Konvice stoji na stole. Synovec i se stryci vyjeli na Vysocinu. Studenti psali test celou hodinu. Na ty hry si pockejte. Dny plynuly rychle. Novy typ je tu.
244,Na tyto druhy ovoce je nutno ihned poskytnout slevu. Pes Rek tady asi vystopoval rysa. Na louce kvetly kopretiny. Synovec chytil na udici dva kapry. Milan potom odjel autem na Moravu. Vyrovnala synovcovy dluhy.
245,Ty rychle kyvadlove vlaky jedou na Vysocinu. Synovec si vykopal studnu. Stryc Hynek vyhledal tu novou krytinu. Dny tu plynuly klidne. Kopretiny na louce kvetou. Vy jste to ten den nevyresili. Vyslech trval hodinu.
246,Pokyny od Krystyny jsou presne. Vyhled na vysoke hory je krasny. Tyto vysledky se nedaji poprit. Stryc Hynek odjel na vystavy. Synovec dnes vyhravel dostihy. Tyto kopretiny kvetou. Hodiny plynuly opravdu rychle.
247,Moucha si sedla na mucholapku. Mistr modeloval mramorovou plaketu. Kolem pramice se mihli dva sumci. Pokyvoval hlavou. Promluvili jsme potom o tom s Dalimilovou matkou. Valdemar mi dnes pomohl odmontovat umyvadlo.
248,Diplomat potom odjel do Moskvy. Miroslav uklidil celou mistnost. Na modelu je videt ten styl. Matka mu uvarila doma polevku. Mimo to se vyskytly dve poruchy motoru. Sportovci meli mapu. Mouchy se mihly vsude kolem.
249,Mosty je tu nutno opravit a odmontovat. Miroslav dnes mluvil s mistrem na mostku. Museli se pokusit vytvorit ten model. Na postovni stanici jsme museli cekat. Moucha mu sedla na ruku. Mam jeste mnoho prace v dome.
250,Poslanci Parlamentu schvalovali novou smlouvu s Rumunskem. Vadnou Simcu reklamoval u Mototechny. V tom sporu mu nikdo nemohl pomoci. Projektanti metra odcestovali vlakem do Moskvy. Kolem domu chodil vytrvale kamelot.
251,Miroslav myl mistnost celou hodinu. Sportovci koupili mapu. Mouchy se mihly kolem motoru. Mistrovu model mostu museli opravit. Matylda s Monikou dostaly od matky novou mapu. Mirek mel moc prace. Motor se jim porouchal.
252,Museli jsme cekat na postovni stanici. Miroslav mel na mysli novy model. Motor se jim musel porouchat. Matka uvarila doma polevku. Mimo to se vyskytly dve poruchy motoru. Stryc Hynek odjel do Moskvy s Mirkem.
253,Mechanik demontoval model kormidla. Michalovi ujely i tramvaje na Motol. Mistr Mikyska pracoval na modelu stanice metra Vychovatelna. Porouchal se jim motor u auta. Mistr Vlastimilovi vypomohl s osmi modely mostu.
254,Matylda s Monikou dostaly od maminky vstupenky. Mirek mel moc prace na mostku. Mouchy se mihly kolem domu. Mistr vypomohl s modely mostu. Diplomat odjel do Moskvy. Mimo to mel moc styku. Matka mu uvarila polevku.
255,Kolem pramice se mihly mouchy. Stryc Hynek odjel s Miroslavem do Moskvy. Miroslav mluvil s mistrem o tom motoru. Museli se pokusit to opravit. Model mostu je hotovy. Mirek a Matylda dostali od maminky novy svetr.
256,Cesta na Moravu trvala sedm hodin. Mirek a Matylda dostali od maminky vstupenky na Smetanovy opery. Miriam a Ludmila komponovaly smutnou melodii. Roste tam mnoho malin. Mistr Karel Mrak si poslal pro pivo.
257,Motor se jim na ceste musel porouchat. Miroslav Michna ten model opravil. Mouchy se mihly kolem domu. Matylda dostala od matky novy svetr. Sportovci meli na hodiny novou mapu. Mistr modeloval mramorovou plaketu.
258,Mirek mel na mysli novy druh motoru. Mouchy se mihly vsude kolem. Miroslav Michna mluvil s mistrem na mostku. Museli se pokusit vytvorit lepsi model mostu. Matka mu uvarila doma polevku. Mimo to mel moc prace.
259,Motocyklista najel do stromu. Ten chlapec u stromu se jmenuje Miroslav Michna. Na prstenu se leskly dva diamanty. Kontrolora nemohl nikdo oklamat. I cestou do Prahy mu praskla pneumatika. Pomsta ho neminula.
260,Stryc Hynek a Miroslav odjeli do Moskvy. Mouchy se mihly kolem pramice na rece. Mistr modeloval mramorovou plaketu na most. Matylda dostala od maminky vstupenky. Miroslav mel mnoho prace. Motor se jim musel porouchat.
261,Miroslav musel opravit motor a odmontovat model. Mouchy se mihly vsude. Matka mu doma uvarila polevku. Mistr Michna vypomohl s modely mostu. Mimo to meli moc prace. Diplomat odjel do Moskvy. Matylda mu pomohla.
262,Slavomír posnídal dva rohlíky s kakaem. Emil Homola si doma postavil model motorestu. MUDr. Pavel Kliment pracuje v nemocnici v Motole. Matematik dnes vymyslel hlavolam. Irma s Kamilem odjedou metrem.
263,Slavomír a Kamil odjeli do nemocnice. Místní hostinec otevíral v poledne. Matematik vymyslel hlavolam. Miroslav Klíment pracuje v nemocnici v Motole. Mluvili jsme o tom s Dalimírem. Model motorestu posílají do Dillí.
264,Vladimír a Kamil dostali první vstupenky. Místní studenti pracovali v nemocnici. Matematik dnes vymyslel hlavolam. Miroslav Klíment odjel do Moskvy. Místo koncertu sli do hostince. Sportovní plavec dostal pochvalu.
265,Vedoucí pracovník Jan Vítek asi vysloví kritiku na poslední dva neproduktivní dny. V lesích se navíc vyskytují ty spodní prameny. Tímto usnesením se posílí postavení strojírenství a hutnictví.
266,Vedoucí pracovník Jan Vítek vyslovil kritiku. V lesích se vyskytují prameny. Tímto usnesením se posílí postavení hutnictví. Místní pracovníci dostali pochvalu. Slavomír Polívka odjel metrem. Kamil mu pomohl s vínem.
267,Vladimíra umí moderní tance. Slavomír Polívka dnes pracoval v lokomotivním depu Hodonín. V povodí Moravy vykvetly první jasmíny. Místní hostinec otevírel v poledne. Kamil si koupil vstupenky na koncert. Model posílají.
268,Vojín Prokop Slavík od první roty nyní sleduje dalekohledem spící hlídku. Vladimíra umí moderní tance. Slavomír Polívka není pracovníkem lokomotivního depa Hodonín. V povodí Moravy vykvetly první jasmíny.
269,Snímky modelu posílají pracovníci do Dillí. Kormidelník Smítko pospíchal do lodní jídelny. K rychlíku napojili jídelní soupravu. Na okolí Kolína napadl první sníh. Místní studenti psali test. Vladimír dostal víno.
270,Snímky modelu vodního díla Orlík posílají pracovníci odpoledním letadlem do Dillí. První kormidelník Smítko pospíchal do lodní jídelny posnídat. K rychlíku napojili jídelní soupravu. Na okolí Kolína napadl první sníh.
271,Lumír koupí ty dva lístky na ples. Sklepník si posvítil na schody. Sklípek se pomalu plní sudy s vínem. Ludvík se ptal místních lidí na cestu. Vendelínovo stavení hlídal jen psík. Kamil si pochvaloval ten hostinec.
272,Slavomír dostal od Kamila víno. Místní pracovníci posílají snímky do Dillí. Lumír si koupil dva lístky na maturitní ples. Sklepník posvítil svící na schody. Vendelínovo stavení hlídal psík Alík. Lodí plul kormidelník.
273,Lumír koupí ty dva lístky na maturitní ples. Vendelínovo stavení hlídal jen psík Alík. Sklepník si posvítil svící na schody. Sklípek se pomalu plní sudy s vínem. Ludvík se ptal místních lidí na cestu ke Klínovci.
274,Do soukolí se dostalo trochu písku. Koupí si v papírnictví dopisní papír. Na chodnících dosud není vyhovující povrch. Antonín dostal první upomínku. Vynikající klavírista sídlí v Písku. Lumír koupil lístky na koncert.
275,Místní pracovníci posílají snímky modelu do Moskvy. Slavomír Polívka sídlí v Písku. Lumír si koupí dopisní papír. Antonín dostal upomínku od Kamila. Na chodnících dosud není povrch. Vladimír si to pochvaloval.
276,Do soukolí se ale dostalo trochu písku. Koupí si v papírnictví dopisní papír. Na mnoha chodnících dosud není vyhovující povrch. Antonín dnes dostal první upomínku. Ten vynikající klavírista sídlí v Písku.
277,Polní kvítí roste tady u vody. Plno lidí sedí nyní v letních dnech u potoka. Setkají se v místním pohostinství. U vchodu nemají uvedeny pokladní hodiny. Musíme nyní jít na vyhodnocení. Kamil to projednal s Lumírem.
278,Slavomír a Vladimír se setkali v místním pohostinství. Polní kvítí roste u potoka. Plno lidí sedí v letních dnech u vody. Na chodnících dosud není vyhovující povrch. Musíme jít na vyhodnocení dopravní situace.
279,Tady roste polní kvítí. Plno lidí sedí nyní v letních dnech u vody. Asi se setkají v místním pohostinství. U vchodu nemají uvedeny ani pokladní hodiny. Musíme nyní jít na vyhodnocení dopravní situace.
280,Tady u vody roste polní kvítí. Lumír koupí dva lístky na maturitní ples. Slavomír si pochvaloval místní hostinec. Antonín dostal upomínku. Na chodnících dosud není vyhovující povrch. Pracovníci posílají snímky do Dillí.
281,Vladimír a Kamil se setkali v místním hostinci. Polní kvítí roste na louce u potoka. Plno lidí sedí nyní v letních dnech u vody. Musíme jít na vyhodnocení. Na okolí Kolína napadl sníh. Lumír si koupil papír.
282,Ty snímky posílají do Rakovníka. Pouze skauti Získal a Zelinka jsou omluveni a zítra se na místo srazu nedostaví. Zikmund v Praze studoval sedm let cizí jazyky. V deset hodin zavíral domovník hlavní vchod domu.
283,Zuzana si koupila víno v Rakovníku. Zkoumal zdravotní stav místních studujících. Zítra se zastavím u Lídy. Slavomír Polívka odjel do Znojma. Zajímavou historickou knihu získali z knihovny. Zdraví si upevním sportem.
284,Zajíc zmizel v zelí za zahradou. Zikmund studoval v Praze sedm let cizí jazyky. Zítra se zastavím u Zuzany. Zdraví si upevním turistikou. Zkoumal zdravotní stav studujících. V deset hodin zavíral domovník hlavní vchod.
285,Chytila ji trochu pozdní lítost. Revizorka dala pokladníkovi citelnou pokutu. Zdraví si upevním sportem a turistikou. Zkoumal zdravotní stav studujících. Zítra se zastavím u Lídy a vyzvednu tam její novou povídku.
286,Zlatník pozlacoval kalichy za nemocnicí. Zdena se uzdraví asi za dva dny. Vyznamenaní pracovníci získali zajímavou knihu z knihovny. V autoservisu zakoupil kapalinu. Zuzana posílala pozdravy do Znojma. V síni viselo zrcadlo.
287,Zikmund a Zuzana studovali v Praze cizí jazyky. Zítra se zastavím u Lídy a vyzvednu povídku. Zdraví si upevním sportem a turistikou. Zkoumal zdravotní stav místních. Zlatník tam pozlacoval kalichy. Zahrada je za domem.
288,Zajíc rychle zmizel v zelí. Jako hlavní atrakci kouzelník Zmíral roztrhl provaz a za sekundu ho zase ukazoval vcelku. Cvach v posledních dnech zapomínal zamykat na noc hlavní vchod. Zahradníkovi zase zmrzlo zelí.
289,Zajíc rychle zmizel v zelí za zahradou. Kouzelník roztrhl provaz a za chvíli ho zase ukazoval vcelku. V posledních dnech Zdena zapomínala zavírat hlavní vchod domu. Zuzana si koupila zrcadlo. Zmrzlo jí zelí.
290,Zuzana a Honza vylezli na vysokou jedli. Rozprava o dopravní situaci vstoupila do rozhodující etapy. Zajatec zapíral do poslední chvíle. Zkoumal zdravotní stav. Zítra se zastavím u Lídy. Zlatník pozlacoval kalichy.
291,Zuzana se nachladila. Honza vylezl na vysokou jedli. Rozprava o dopravní situaci vstoupila do rozhodující etapy. Pracovníci Kvítek a Nuzík se do Terezína dostaví v zastoupení podniku. Zajatec zapíral do poslední chvíle.
292,Zdena se uzdraví za dva dny. Zlatník pozlacoval v dílnu kalichy. Vyznamenaní pracovníci získali z místní knihovny zajímavou historickou knihu. Zuzana posílala pozdravy do Znojma. V síni na stole viselo zrcadlo.
293,Vlak tady zastaví jenom na chvíli. Zuzana zpívala koledy. Cestovatel zde zaznamenal první stopy civilizace. Zkoumal zdravotní stav studujících. Za nemocnicí je zahrada pro pacienty. Zdraví posílím sportem a turistikou.
294,Zdena se uzdraví asi za dva dny. Zlatník pozlacoval kalichy. Vyznamenaní pracovníci získali z knihovny pana Zavírala zajímavou historickou knihu. V autoservisu jsem zakoupil nemrznoucí kapalinu. V síni viselo zrcadlo.
295,Vyznamenaní pracovníci odjeli na hory. Myslivci zívali nudou. V hutnictví zavedli novou mzdovou soustavu. Lovci zpozorovali za vsí více ovcí. Zuzana posílala pozdravy do Znojma. Zajatec zapíral do poslední chvíle.
296,Za nemocnicí je zahrada pro pacienty. Vlak tady zastaví jenom na chvíli. Dívky zpívaly koledy. Cestovatel zde zaznamenal první stopy civilizace. Velmi kritickou recenzi taky napsala na onu slavnou divadelní hru.
297,Zikmund studoval cizí jazyky celkem sedm let. Zastavím se zítra u Lídy a vyzvednu její povídku. Zdraví si upevním sportem a turistikou. Zuzana zpívala koledy se Zdenou. Zlatník pozlacoval kalichy. Zmrzlo zelí.
298,Vyznamenaní pracovníci dnes odjeli na hory. Myslivci zívali nudou. V rezortu hutnictví tedy zavedli novou mzdovou soustavu. Lovci zpozorovali za vsí více ovcí. Zuzana posílala pozdravy do Znojma.
299,Soused Zezulka se nyní po letech vrací z ciziny. Zuzana si na rekreaci odvezla zavazadla. Sedm prvních cizích lodí zpozorovala cestovatelka. Zajatec zapíral do chvíle. Zkoumal zdravotní stav místních studujících.
300,Terezka si na letní rekreaci zase odvezla spoustu zavazadel. Soused Zezulka se nyní po letech vrací z ciziny. Sedm prvních cizích lodí cestovatelka zpozorovala na horizontu.
301,Karel projel městem a dostal se do Kolína. Věra si koupila pěknou sukni pro Zdenu. Sněhem se pokryly kopce nad městem. Milan měl hodně starostí s vedením oddílu. Na louce voněly kopretiny.
302,Pan Pěnkava měl dva měsíce syna na vojně v Prostějově. K hlavnímu stanu vyvěsily na letním srazu vlajku svojí země oddíly ze SRN. Od sjezdu se udělalo hodně pro modernizaci v zemědělství.
303,Hynek odjel do Jihlavy na celou neděli. Věra seděla na lavici a popisovala krajinu kolem potoka. Děti si na louce stavěly domek z listí. Milan se dostal do města pozdě. Svítilo slunce nad lesy.
304,Kamil nastoupil do vlaku směrem na Kolín. Děti na venkově chodily k potoku. Helena měla na starost uklidění kuchyni. Vojtěch vysvětlil spolku celou cestu do Prostějova. Louky voněly květinami.
305,Zajímali se o procento zastavění plochy ve městě a na venkově. Ve spěchu vypracovali mylně projekt ozelenění okolních ploch. Měla toho opravdu na svědomí hodně. Pozorovali zatmění Měsíce.
306,Děti se vydaly na pochod lesem ke Kolínu. Jitka namalovala pěknou krajinu u potoka. Sněhu napadlo jen trochu v noci. Vojtěch zasedal v místnosti celou hodinu. Na louce kvetly kopretiny do května.
307,Slavomír projel celou Moravu a dorazil do Prostějova. Hedvika uklidila celou kuchyni a umyla podlahu. Děti se na louce radovaly ze slunce. Karel dostal od Věry dopis v pondělí. Podnik prosperoval.
308,Matěj se stěhoval do domu na kraji města. Lucie chodila na louky a nosila domov kvítí. V Kolíně se konaly slavnosti koncem května. Slavomír splnil svou povinnost a odeslal dopisy do oddělení.
309,Helena cestovala po Slovensku a viděla Děvín. Milan seděl u potoka a poslouchal lesní zvuky. Děti lezly na kopec. Květoslav napsal dopisy do Jihlavy. Na louce rostlo kvítí. Svítilo pěkně slunce.
310,Dalimír povídal o cestě po Holandsku. Irena si koupila novou sukni. Městem projelo hodně vozidel. V lese u potoka seděly děti a zpívaly. Měli jsme pěknou neděli na venkově. Kvetly kopretiny kolem.
311,Koncem měsíce května se odstěhovali z venkova do okresního města. Na skladě měl jenom devět posledních těsnění tohoto rozměru. Věra se uměla pěkně upravit. Městem pochodovali nezaměstnaní.
312,Lenka dopsala velkou studii o historii Terezína. Karel a Věra se vydali na pochod do kopce. Na louce kolem Jihlavy kvetly kopretiny. Vojtěch měl v pondělí hodně povinností. Jitka zasedala v oddělení.
313,Svatopluk viděl v lese jelena a sledoval ho. Zdena prodala zeleninu na trhu v Kolíně. Milan měl na starost oddělení v podniku. Děti chodily do města cestou kolem louky. Eva uvítala hosty s pozdravem.
314,Valdemar se dostal na velkou slavnost v Prostějově. Petra chodila po městě a kupovala ovoce. Miroslav napsal celou studii o zemědělství na Moravě. Děti stavěly ze sněhu velkou pevnost na dvorku.
315,Aneta měla pěknou zahradu kolem domu na venkově. Kamil projel městem a jel k severu. V neděli se konala oslava v divadle. Děti na louce vylezly na kopec. Slovensko je pěknou zemí. Oddíl se vydal.
316,Plnění ukazatele sortimentu věnoval revizor Pěnkava velkou pozornost. Rozdělili se opět na dvě skupiny. Pan Kroupa nastoupil v srpnu do Stavoservisu. Letadlo proletělo opět velice těsně nad tou lodí.
317,Květa namalovala celou krajinu u potoka za jedno odpoledne. Hynek odjel vlakem do Jihlavy. Na polích se zelenalo zelí. Matylda měla na starost vedení domu. Děti se radovaly z prvního slunce na louce.
318,Pavel posílal dopisy do Kolína v pondělí. Alice chodila na louky a nosila domov kvítí. Městem projely vozy směrem na sever. Zdeněk vysvětloval dětem historii Moravy. Sníh pokryl kopce nad městem.
319,Jan cestoval po Slovensku a dostal se na Děvín. Drahomíra měla na starost velkou povinnost domu. Děti chodily lesem k potoku. V květnu kvetou kopretiny na louce. Oddíl nastoupil v pondělí do města.
320,Miroslav lezl na kopec nad městem a viděl celou krajinu. Věra uklidila celou kuchyni. Karel dopsal studii o dějiny Kolína. V lese zněl zpěv. Na venkově se vedlo lidem pěkně. Měli jsme pěknou neděli.
321,Dana si koupila novou sukni pro slavnost v divadle. Vojtěch projel celou Moravu. Děti si na dvorku stavěly domky ze sněhu. Les voněl kolem. Milan zasedal v oddělení od pondělí do konce května.
322,Ten spor trval asi rok. Jirka a Vojta Srpovi narukovali na vojnu. Věra chtěla v Praze studovat dějiny umění. Lektor nepovolil ani jeden den volna. Odměny se měly proplatit nejpozději v květnu.
323,Helena odjela do Jihlavy na celou neděli. Svatopluk nasedl do vlaku a jel na Moravu. Louky kolem potoka kvetly směsí kvítí. Děti si na louce stavěly domek. Milan napsal celou studii. Svítilo slunce.
324,Kamil vysvětloval dětem povinnosti na pochodu. Květa seděla na lavici v parku a namalovala kopretiny. Pracovníci města měli hodně starostí. Les za městem voněl po listovím. Zdena uvítala hosty v neděli.
325,Slavomír se vydal na cestu do Prostějova. Irena měla na starost oddělení v podniku. Děti na venkově chodily k potoku a zpívaly. Sněhu napadlo jen trochu. Vojtěch splnil svou povinnost do konce května.
326,Dalimír popisoval svou cestu po Holandsku. Lenka si koupila pěknou sukni. Na polích kolem Kolína se zelenalo zelí. Městem proudily davy lidí. Děti vylezly na kopec. Kvetly kopretiny na louky.
327,Podnik loni neprosperoval. Jan nakreslil pastelkou velikou kopretinu. Korespondentka napsala konspekt proslovu. Toto jste provedli opravdu dokonale. Jana doprovodila Karla na Prosek.
328,Matěj se dostal do Jihlavy koncem května. Hedvika chodila po louky a nosila domov kvítí. Karel napsal studii o historii Terezína. V městě se konaly slavnosti. Děti měly den volna v neděli. Oddíl jednal.
329,Eva cestovala po Moravě celou dovolenou. Slavomír seděl u potoka a poslouchal lesní zvuky. Městem projelo mnoho vozidel. Petra uklidila celou kuchyni. Květoslav dostal dopis od Zdeny v pondělí.
330,Zdeněk povídal o Slovensku. Jitka měla na starost vedení oddělení. Děti si na louce stavěly domek. V Kolíně kvetly kopretiny. Valdemar projel městem směrem na jih a dostal se do Prostějova. Svítilo slunce.
331,Hynek odjel do Prostějova na velkou slavnost. Aneta vypěstovala zelí na svoji zahradu. Milan popisoval krajinu kolem Děvína. V lese vonělo listovím. Děti se radovaly ze slunce. Oddíl pochodoval městem.
332,Květa namalovala kopretiny na louce u potoka. Miroslav zasedal v oddělení v pondělí. Drahomíra si koupila novou sukni. Děti chodily lesem do města. Na Moravě se vedlo zemědělství velmi pěkně. Kvetl les.
333,Na zahradě za městem vypěstovali mladí zahradníci kvalitní zelí. Podle mínění Zdeny toto vysvětlení nevyhovuje. Děti se opět mohly radovat z prvního sněhu. Venku se udělalo docela pěkně.
334,Pavel posílal dopisy do Jihlavy v neděli. Alice seděla v parku a namalovala krajinu. V městě se konala slavnost. Karel vysvětlil dětem historii Kolína. Na louky rostlo kvítí celou sezonu do května.
335,Vojtěch projel celou Moravu a jel do Prostějova. Dana měla na starost uklidění domu. Děti na venkově chodily k potoku. Sněhu napadlo jen trochu v noci. Milan splnil svou povinnost do konce května.
336,Matylda odjela do Kolína na velkou oslavu. Kamil seděl u potoka a naslouchal zpěvu v lese. V lese za městem vonělo listovím. Lenka zasedala v oddělení. Děti si stavěly ze sněhu velkou pevnost na dvorku.
337,Svatopluk viděl v lese jelena u potoka. Helena prodala zeleninu na trhu. Městem proudily davy lidí směrem k divadlu. Květoslav měl hodně starostí. Děti se vydaly na pochod do kopce. Kvetly kopretiny.
